go_id	go	gene_id
GB48349	GO:0046872	LOC409497
GB48350	GO:0016491	DHRS4
GB48351	GO:0016620	LOC412305
GB48355	GO:0004842	LOC410237
GB48355	GO:0008270	LOC410237
GB48355	GO:0071797	LOC410237
GB48356	GO:0016021	LOC408301
GB48356	GO:0034597	LOC408301
GB48356	GO:0046856	LOC408301
GB48360	GO:0003676	LOC726063
GB48360	GO:0046872	LOC726063
GB48362	GO:0004674	LOC410228
GB48362	GO:0005524	LOC410228
GB48363	GO:0005272	LOC726149
GB48363	GO:0016021	LOC726149
GB48364	GO:0016021	LOC410227
GB48364	GO:0016491	LOC410227
GB48370	GO:0005524	LOC412749
GB48370	GO:0016021	LOC412749
GB48370	GO:0042626	LOC412749
GB48372	GO:0003676	LOC725562
GB48372	GO:0046872	LOC725562
GB48375	GO:0003777	LOC412638
GB48375	GO:0005524	LOC412638
GB48375	GO:0005871	LOC412638
GB48375	GO:0005874	LOC412638
GB48375	GO:0007018	LOC412638
GB48378	GO:0046872	LOC412093
GB48380	GO:0016021	LOC552144
GB48380	GO:0055085	LOC552144
GB48382	GO:0016021	LOC408302
GB48382	GO:0022857	LOC408302
GB48385	GO:0008484	LOC410233
GB48386	GO:0003677	LOC726469
GB48386	GO:0005634	LOC726469
GB48386	GO:0006355	LOC726469
GB48386	GO:0016491	LOC726469
GB48386	GO:0034720	LOC726469
GB48386	GO:0050660	LOC726469
GB48399	GO:0007165	LOC410231
GB48399	GO:0016021	LOC410231
GB48401	GO:0006886	LOC100576957
GB48401	GO:0006888	LOC100576957
GB48401	GO:0008270	LOC100576957
GB48401	GO:0030127	LOC100576957
GB48403	GO:0003677	LOC726540
GB48403	GO:0003682	LOC726540
GB48403	GO:0003886	LOC726540
GB48403	GO:0005634	LOC726540
GB48403	GO:0008270	LOC726540
GB48404	GO:0016021	LOC552501
GB48405	GO:0003735	LOC552526
GB48405	GO:0005840	LOC552526
GB48405	GO:0006412	LOC552526
GB48408	GO:0016021	LOC412094
GB48408	GO:0046873	LOC412094
GB48409	GO:0016021	LOC412598
GB48411	GO:0003677	LOC551153
GB48411	GO:0003906	LOC551153
GB48411	GO:0005622	LOC551153
GB48411	GO:0006281	LOC551153
GB48411	GO:0046872	LOC551153
GB48413	GO:0008299	LOC551463
GB48414	GO:0016192	LOC412710
GB48417	GO:0004842	LOC410225
GB48417	GO:0016021	LOC410225
GB48417	GO:0046872	LOC410225
GB48419	GO:0008146	LOC550998
GB48419	GO:0016021	LOC550998
GB48419	GO:0016051	LOC550998
GB48422	GO:0001510	LOC410239
GB48422	GO:0008168	LOC410239
GB48422	GO:0009452	LOC410239
GB48423	GO:0000398	LOC725880
GB48423	GO:0003723	LOC725880
GB48423	GO:0005681	LOC725880
GB48423	GO:0005732	LOC725880
GB48425	GO:0008270	LOC410236
GB48426	GO:0007165	LOC410235
GB48426	GO:0016021	LOC410235
GB48429	GO:0016021	LOC409427
GB48432	GO:0016021	LOC100578811
GB48435	GO:0008270	LOC411691
GB48435	GO:0009056	LOC411691
GB48436	GO:0003924	LOC724839
GB48436	GO:0005525	LOC724839
GB48436	GO:0005622	LOC724839
GB48436	GO:0006886	LOC724839
GB48436	GO:0006913	LOC724839
GB48436	GO:0007264	LOC724839
GB48436	GO:0016020	LOC724839
GB48440	GO:0046872	LOC100577877
GB48448	GO:0000287	LOC551726
GB48448	GO:0005524	LOC551726
GB48448	GO:0005622	LOC551726
GB48448	GO:0032957	LOC551726
GB48448	GO:0047325	LOC551726
GB48448	GO:0052725	LOC551726
GB48448	GO:0052726	LOC551726
GB48451	GO:0033743	LOC724141
GB48452	GO:0003723	LOC409472
GB48452	GO:0006355	LOC409472
GB48454	GO:0008201	LOC551733
GB48454	GO:0016021	LOC551733
GB48454	GO:0046914	LOC551733
GB48456	GO:0008203	LOC413702
GB48456	GO:0016042	LOC413702
GB48456	GO:0016298	LOC413702
GB48457	GO:0003755	LOC413544
GB48457	GO:0006457	LOC413544
GB48462	GO:0005622	LOC724752
GB48462	GO:0008270	LOC724752
GB48463	GO:0016021	LOC411486
GB48464	GO:0003676	LOC100578920
GB48464	GO:0046872	LOC100578920
GB48465	GO:0046872	LOC727272
GB48467	GO:0008168	LOC412624
GB48468	GO:0003677	LOC100576136
GB48474	GO:0004568	LOC413481
GB48474	GO:0005576	LOC413481
GB48474	GO:0005975	LOC413481
GB48474	GO:0006032	LOC413481
GB48474	GO:0008061	LOC413481
GB48482	GO:0001522	LOC410475
GB48482	GO:0003723	LOC410475
GB48482	GO:0008033	LOC410475
GB48482	GO:0009982	LOC410475
GB48487	GO:0006024	LOC413854
GB48487	GO:0008375	LOC413854
GB48487	GO:0016021	LOC413854
GB48487	GO:0030158	LOC413854
GB48488	GO:0016021	LOC727277
GB48489	GO:0008236	LOC552477
GB48489	GO:0016021	LOC552477
GB48497	GO:0005509	LOC413785
GB48497	GO:0006457	LOC413785
GB48503	GO:0016021	LOC727154
GB48509	GO:0016021	LOC727302
GB48510	GO:0004252	SP34
GB48510	GO:0005576	SP34
GB48511	GO:0016788	LOC412515
GB48512	GO:0004129	LOC552829
GB48512	GO:0005507	LOC552829
GB48512	GO:0016020	LOC552829
GB48512	GO:0016788	LOC552829
GB48521	GO:0006368	LOC409928
GB48521	GO:0008023	LOC409928
GB48527	GO:0000287	LOC409292
GB48527	GO:0004449	LOC409292
GB48527	GO:0005739	LOC409292
GB48527	GO:0006099	LOC409292
GB48527	GO:0051287	LOC409292
GB48531	GO:0006260	LOC725673
GB48531	GO:0055114	LOC725673
GB48534	GO:0004722	LOC551020
GB48534	GO:0046872	LOC551020
GB48536	GO:0005524	LOC409809
GB48536	GO:0005737	LOC409809
GB48536	GO:0006457	LOC409809
GB48538	GO:0016021	LOC725097
GB48539	GO:0004674	LOC413190
GB48539	GO:0005524	LOC413190
GB48551	GO:0003677	LOC725405
GB48551	GO:0004518	LOC725405
GB48551	GO:0006259	LOC725405
GB48552	GO:0005509	LOC552645
GB48556	GO:0003677	LOC725216
GB48556	GO:0003899	LOC725216
GB48556	GO:0005634	LOC725216
GB48556	GO:0006351	LOC725216
GB48556	GO:0008270	LOC725216
GB48557	GO:0003824	LOC409452
GB48557	GO:0005975	LOC409452
GB48557	GO:0016021	LOC409452
GB48557	GO:0043169	LOC409452
GB48560	GO:0005215	LOC409899
GB48560	GO:0016021	LOC409899
GB48560	GO:0055085	LOC409899
GB48567	GO:0003723	LOC100577552
GB48567	GO:0005634	LOC100577552
GB48571	GO:0005856	LOC409898
GB48573	GO:0005524	LOC409897
GB48573	GO:0016021	LOC409897
GB48573	GO:0042626	LOC409897
GB48574	GO:0005623	LOC409451
GB48574	GO:0006662	LOC409451
GB48574	GO:0015035	LOC409451
GB48574	GO:0045454	LOC409451
GB48576	GO:0005509	LOC100578434
GB48576	GO:0016021	LOC100578434
GB48578	GO:0005783	LOC724399
GB48578	GO:0016021	LOC724399
GB48578	GO:0016758	LOC724399
GB48579	GO:0046872	LOC412545
GB48580	GO:0003755	LOC724323
GB48580	GO:0006457	LOC724323
GB48580	GO:0016021	LOC724323
GB48589	GO:0004672	LOC412917
GB48589	GO:0005524	LOC412917
GB48596	GO:0005680	LOC409810
GB48596	GO:0030071	LOC409810
GB48596	GO:0031145	LOC409810
GB48597	GO:0004128	LOC413189
GB48597	GO:0016021	LOC413189
GB48600	GO:0005096	LOC409617
GB48601	GO:0005622	LOC725770
GB48601	GO:0016301	LOC725770
GB48601	GO:0016773	LOC725770
GB48601	GO:0046854	LOC725770
GB48601	GO:0048015	LOC725770
GB48602	GO:0005794	LOC411970
GB48602	GO:0007165	LOC411970
GB48604	GO:0000166	LOC411969
GB48604	GO:0003676	LOC411969
GB48608	GO:0005634	LOC408894
GB48608	GO:0006355	LOC408894
GB48619	GO:0003676	LOC100576216
GB48619	GO:0005634	LOC100576216
GB48619	GO:0008270	LOC100576216
GB48623	GO:0004067	LOC551548
GB48623	GO:0006520	LOC551548
GB48625	GO:0003676	LOC727113
GB48625	GO:0004386	LOC727113
GB48625	GO:0005524	LOC727113
GB48625	GO:0008270	LOC727113
GB48628	GO:0003723	LOC410165
GB48630	GO:0016021	LOC409819
GB48632	GO:0016021	LOC412965
GB48634	GO:0004602	LOC726269
GB48634	GO:0006979	LOC726269
GB48638	GO:0006914	LOC408834
GB48639	GO:0005509	LOC411086
GB48639	GO:0007219	LOC411086
GB48639	GO:0007275	LOC411086
GB48639	GO:0016021	LOC411086
GB48641	GO:0003735	LOC725866
GB48641	GO:0005840	LOC725866
GB48641	GO:0006412	LOC725866
GB48642	GO:0010923	LOC100577967
GB48643	GO:0004576	STT3B
GB48643	GO:0006486	STT3B
GB48643	GO:0016021	STT3B
GB48646	GO:0005525	LOC411085
GB48646	GO:0005794	LOC411085
GB48646	GO:0007264	LOC411085
GB48646	GO:0015031	LOC411085
GB48652	GO:0016787	LOC408833
GB48655	GO:0003677	LOC552079
GB48655	GO:0005634	LOC552079
GB48655	GO:0006355	LOC552079
GB48656	GO:0019028	LOC412969
GB48658	GO:0016021	LOC412968
GB48660	GO:0008654	LOC409698
GB48660	GO:0016021	LOC409698
GB48660	GO:0016780	LOC409698
GB48661	GO:0000175	LOC413542
GB48661	GO:0003723	LOC413542
GB48661	GO:0004654	LOC413542
GB48661	GO:0006396	LOC413542
GB48661	GO:0006402	LOC413542
GB48665	GO:0005432	LOC409818
GB48665	GO:0007154	LOC409818
GB48665	GO:0016021	LOC409818
GB48667	GO:0003824	LOC552357
GB48667	GO:0005975	LOC552357
GB48667	GO:0043169	LOC552357
GB48669	GO:0003824	LOC552381
GB48669	GO:0005975	LOC552381
GB48669	GO:0016021	LOC552381
GB48669	GO:0043169	LOC552381
GB48670	GO:0000159	LOC551258
GB48670	GO:0007165	LOC551258
GB48670	GO:0008601	LOC551258
GB48671	GO:0005622	LOC552413
GB48671	GO:0006915	LOC552413
GB48671	GO:0035329	LOC552413
GB48671	GO:0042127	LOC552413
GB48672	GO:0003824	LOC411088
GB48672	GO:0005737	LOC411088
GB48672	GO:0009072	LOC411088
GB48674	GO:0005829	LOC414033
GB48674	GO:0006777	LOC414033
GB48674	GO:0019008	LOC414033
GB48674	GO:0030366	LOC414033
GB48675	GO:0006464	LOC414032
GB48677	GO:0000030	LOC551578
GB48677	GO:0006493	LOC551578
GB48677	GO:0016021	LOC551578
GB48682	GO:0005634	LOC551692
GB48684	GO:0004252	LOC408835
GB48684	GO:0016021	LOC408835
GB48685	GO:0004222	LOC724433
GB48685	GO:0016021	LOC724433
GB48686	GO:0016021	LOC725447
GB48692	GO:0016021	LOC412505
GB48698	GO:0016021	LOC412465
GB48699	GO:0003735	LOC726171
GB48699	GO:0004984	LOC726171
GB48699	GO:0005549	LOC726171
GB48699	GO:0005840	LOC726171
GB48699	GO:0006412	LOC726171
GB48699	GO:0016021	LOC726171
GB48703	GO:0004984	LOC100578724
GB48703	GO:0005549	LOC100578724
GB48703	GO:0016021	LOC100578724
GB48708	GO:0016021	LOC412697
GB48709	GO:0046872	LOC724300
GB48727	GO:0003700	LOC412475
GB48727	GO:0005634	LOC412475
GB48727	GO:0006351	LOC412475
GB48727	GO:0008270	LOC412475
GB48727	GO:0043401	LOC412475
GB48727	GO:0043565	LOC412475
GB48735	GO:0016021	Or131
GB48745	GO:0046872	LOC410189
GB48749	GO:0004674	LOC724453
GB48749	GO:0005524	LOC724453
GB48760	GO:0003677	LOC724458
GB48763	GO:0003677	LOC100578780
GB48765	GO:0016021	LOC410179
GB48765	GO:0055085	LOC410179
GB48772	GO:0008440	LOC724909
GB48775	GO:0003676	LOC100578404
GB48775	GO:0005634	LOC100578404
GB48775	GO:0008270	LOC100578404
GB48777	GO:0006364	LOC413758
GB48777	GO:0032040	LOC413758
GB48779	GO:0004014	LOC100576837
GB48779	GO:0006597	LOC100576837
GB48779	GO:0008295	LOC100576837
GB48780	GO:0016021	LOC100577285
GB48780	GO:0071816	LOC100577285
GB48782	GO:0000103	LOC409460
GB48782	GO:0004020	LOC409460
GB48782	GO:0004781	LOC409460
GB48782	GO:0005524	LOC409460
GB48784	GO:0005758	CytC
GB48784	GO:0009055	CytC
GB48784	GO:0020037	CytC
GB48784	GO:0046872	CytC
GB48784	GO:0055114	CytC
GB48784	GO:0070469	CytC
GB48788	GO:0005096	LOC408271
GB48788	GO:0051056	LOC408271
GB48790	GO:0016021	LOC408272
GB48790	GO:0055085	LOC408272
GB48791	GO:0005739	LOC724543
GB48791	GO:0009055	LOC724543
GB48791	GO:0020037	LOC724543
GB48791	GO:0046872	LOC724543
GB48791	GO:0055114	LOC724543
GB48791	GO:0070469	LOC724543
GB48794	GO:0042438	Y-y
GB48794	GO:0060179	Y-y
GB48795	GO:0005524	LOC410183
GB48795	GO:0005622	LOC410183
GB48795	GO:0016307	LOC410183
GB48795	GO:0035556	LOC410183
GB48795	GO:0046872	LOC410183
GB48796	GO:0005576	LOC100576130
GB48796	GO:0016021	LOC100576130
GB48797	GO:0006979	LOC724494
GB48797	GO:0030091	LOC724494
GB48797	GO:0033743	LOC724494
GB48798	GO:0005525	LOC724408
GB48799	GO:0004089	LOC725877
GB48799	GO:0008270	LOC725877
GB48806	GO:0003676	LOC724334
GB48806	GO:0046872	LOC724334
GB48810	GO:0003723	LOC410188
GB48810	GO:0003735	LOC410188
GB48810	GO:0006412	LOC410188
GB48810	GO:0015934	LOC410188
GB48811	GO:0003676	LOC408276
GB48811	GO:0004386	LOC408276
GB48811	GO:0005524	LOC408276
GB48813	GO:0016021	LOC408277
GB48816	GO:0004713	LOC408278
GB48816	GO:0005524	LOC408278
GB48816	GO:0016021	LOC408278
GB48817	GO:0006511	LOC409841
GB48820	GO:0005615	LOC100578030
GB48821	GO:0000724	LOC727192
GB48821	GO:0030915	LOC727192
GB48823	GO:0042302	CPR2
GB48824	GO:0005815	LOC724715
GB48824	GO:0034453	LOC724715
GB48825	GO:0003676	LOC552814
GB48825	GO:0004386	LOC552814
GB48825	GO:0005524	LOC552814
GB48829	GO:0016021	LOC410134
GB48831	GO:0042302	CPR4
GB48832	GO:0042302	CPR3
GB48836	GO:0003755	LOC100577578
GB48836	GO:0005622	LOC100577578
GB48836	GO:0006457	LOC100577578
GB48836	GO:0008270	LOC100577578
GB48840	GO:0000166	LOC552709
GB48840	GO:0003723	LOC552709
GB48840	GO:0005634	LOC552709
GB48840	GO:0006397	LOC552709
GB48846	GO:0016021	LOC412399
GB48846	GO:0022857	LOC412399
GB48847	GO:0003677	LOC552642
GB48847	GO:0003678	LOC552642
GB48847	GO:0005524	LOC552642
GB48847	GO:0005634	LOC552642
GB48847	GO:0006270	LOC552642
GB48847	GO:0042555	LOC552642
GB48850	GO:0016884	LOC551094
GB48852	GO:0000166	LOC727106
GB48852	GO:0003676	LOC727106
GB48854	GO:0005244	LOC413947
GB48854	GO:0005261	LOC413947
GB48854	GO:0016021	LOC413947
GB48855	GO:0016787	LOC100576795
GB48857	GO:0008270	LOC552665
GB48857	GO:0016491	LOC552665
GB48870	GO:0004672	LOC411507
GB48870	GO:0005524	LOC411507
GB48871	GO:0003677	LOC724891
GB48871	GO:0003887	LOC724891
GB48871	GO:0005634	LOC724891
GB48871	GO:0006261	LOC724891
GB48872	GO:0016021	LOC413930
GB48876	GO:0008168	LOC724742
GB48881	GO:0004329	LOC550749
GB48881	GO:0004488	LOC550749
GB48881	GO:0005524	LOC550749
GB48881	GO:0009396	LOC550749
GB48884	GO:0005506	LOC413929
GB48884	GO:0016705	LOC413929
GB48884	GO:0031418	LOC413929
GB48886	GO:0016021	LOC551459
GB48890	GO:0003676	LOC727619
GB48890	GO:0046872	LOC727619
GB48892	GO:0016021	LOC552402
GB48897	GO:0008299	LOC727618
GB48898	GO:0008299	LOC726969
GB48905	GO:0016740	GstS1
GB48916	GO:0005622	LOC410883
GB48916	GO:0007034	LOC410883
GB48917	GO:0016021	LOC100577268
GB48919	GO:0003700	LOC410882
GB48919	GO:0005634	LOC410882
GB48919	GO:0008270	LOC410882
GB48923	GO:0003677	LOC726766
GB48923	GO:0003723	LOC726766
GB48923	GO:0004525	LOC726766
GB48923	GO:0005524	LOC726766
GB48923	GO:0006396	LOC726766
GB48924	GO:0000412	LOC725976
GB48924	GO:0003755	LOC725976
GB48924	GO:0005528	LOC725976
GB48924	GO:0005730	LOC725976
GB48924	GO:0006457	LOC725976
GB48925	GO:0003723	LOC551637
GB48925	GO:0003724	LOC551637
GB48925	GO:0005524	LOC551637
GB48925	GO:0006401	LOC551637
GB48926	GO:0005524	LOC409225
GB48926	GO:0016874	LOC409225
GB48928	GO:0005623	LOC414042
GB48928	GO:0016021	LOC414042
GB48928	GO:0045454	LOC414042
GB48932	GO:0004672	LOC726562
GB48932	GO:0005524	LOC726562
GB48935	GO:0016021	LOC100578467
GB48936	GO:0016021	LOC413576
GB48936	GO:0022891	LOC413576
GB48937	GO:0016021	LOC413575
GB48937	GO:0022891	LOC413575
GB48938	GO:0000502	LOC413574
GB48938	GO:0030234	LOC413574
GB48938	GO:0042176	LOC413574
GB48940	GO:0007010	LOC726349
GB48940	GO:0008270	LOC726349
GB48942	GO:0004672	LOC413577
GB48942	GO:0005524	LOC413577
GB48943	GO:0000287	LOC552128
GB48943	GO:0004449	LOC552128
GB48943	GO:0005739	LOC552128
GB48943	GO:0006099	LOC552128
GB48943	GO:0051287	LOC552128
GB48944	GO:0016021	LOC552153
GB48946	GO:0016021	LOC726647
GB48949	GO:0005622	LOC551725
GB48949	GO:0006886	LOC551725
GB48956	GO:0008121	Uqcr11
GB48956	GO:0009055	Uqcr11
GB48956	GO:0016021	Uqcr11
GB48958	GO:0016021	LOC551318
GB48960	GO:0005525	LOC409966
GB48960	GO:0005622	LOC409966
GB48960	GO:0007264	LOC409966
GB48960	GO:0015031	LOC409966
GB48960	GO:0016020	LOC409966
GB48961	GO:0006810	LOC551241
GB48961	GO:0016021	LOC551241
GB48963	GO:0005524	LOC726742
GB48966	GO:0005634	cad
GB48966	GO:0006355	cad
GB48966	GO:0043565	cad
GB48967	GO:0016021	LOC410736
GB48967	GO:0016747	LOC410736
GB48972	GO:0016021	LOC410739
GB48974	GO:0001104	LOC409749
GB48974	GO:0016592	LOC409749
GB48978	GO:0016021	LOC726412
GB48978	GO:0022857	LOC726412
GB48980	GO:0005215	LOC413056
GB48980	GO:0005622	LOC413056
GB48981	GO:0042302	LOC726451
GB48982	GO:0005634	LOC413055
GB48982	GO:0008270	LOC413055
GB48983	GO:0008270	LOC410740
GB48983	GO:0016021	LOC410740
GB48986	GO:0016021	LOC726545
GB48986	GO:0055085	LOC726545
GB48987	GO:0016021	LOC726560
GB48987	GO:0055085	LOC726560
GB48988	GO:0016021	LOC726578
GB48988	GO:0055085	LOC726578
GB48991	GO:0016491	LOC726590
GB48993	GO:0004497	LOC726646
GB48993	GO:0005506	LOC726646
GB48993	GO:0016021	LOC726646
GB48993	GO:0016705	LOC726646
GB48993	GO:0020037	LOC726646
GB48994	GO:0005622	LOC413425
GB48994	GO:0016301	LOC413425
GB48994	GO:0016773	LOC413425
GB48994	GO:0035091	LOC413425
GB48994	GO:0046854	LOC413425
GB48994	GO:0048015	LOC413425
GB48996	GO:0006479	LOC100577481
GB48996	GO:0008168	LOC100577481
GB49004	GO:0004144	LOC100577082
GB49012	GO:0004370	LOC409199
GB49012	GO:0005975	LOC409199
GB49012	GO:0006072	LOC409199
GB49013	GO:0000166	LOC411778
GB49013	GO:0003723	LOC411778
GB49013	GO:0005737	LOC411778
GB49013	GO:0006397	LOC411778
GB49013	GO:0008380	LOC411778
GB49013	GO:0016607	LOC411778
GB49013	GO:0051028	LOC411778
GB49017	GO:0016021	LOC412007
GB49017	GO:0022857	LOC412007
GB49018	GO:0004984	LOC100576734
GB49018	GO:0005549	LOC100576734
GB49018	GO:0005886	LOC100576734
GB49018	GO:0016021	LOC100576734
GB49019	GO:0003677	LOC724157
GB49019	GO:0003905	LOC724157
GB49019	GO:0006284	LOC724157
GB49020	GO:0003899	LOC413688
GB49020	GO:0005634	LOC413688
GB49020	GO:0006351	LOC413688
GB49021	GO:0005576	LOC724464
GB49021	GO:0006030	LOC724464
GB49021	GO:0008061	LOC724464
GB49025	GO:0016021	LOC552697
GB49025	GO:0046873	LOC552697
GB49026	GO:0006355	LOC410174
GB49027	GO:0016491	LOC100577145
GB49028	GO:0006886	LOC550981
GB49028	GO:0016192	LOC550981
GB49028	GO:0030117	LOC550981
GB49029	GO:0005634	eve
GB49029	GO:0006355	eve
GB49029	GO:0043565	eve
GB49031	GO:0003723	LOC552726
GB49031	GO:0003735	LOC552726
GB49031	GO:0005840	LOC552726
GB49031	GO:0006412	LOC552726
GB49032	GO:0005739	LOC413879
GB49032	GO:0008444	LOC413879
GB49032	GO:0008654	LOC413879
GB49033	GO:0005524	LOC413878
GB49033	GO:0005739	LOC413878
GB49033	GO:0030956	LOC413878
GB49033	GO:0032543	LOC413878
GB49033	GO:0050567	LOC413878
GB49033	GO:0070681	LOC413878
GB49037	GO:0000166	LOC410100
GB49037	GO:0001731	LOC410100
GB49037	GO:0003743	LOC410100
GB49037	GO:0005852	LOC410100
GB49037	GO:0006446	LOC410100
GB49037	GO:0016282	LOC410100
GB49037	GO:0033290	LOC410100
GB49038	GO:0005737	LOC551100
GB49040	GO:0000123	LOC552703
GB49041	GO:0005215	LOC411790
GB49041	GO:0005743	LOC411790
GB49041	GO:0006783	LOC411790
GB49041	GO:0016021	LOC411790
GB49041	GO:0055085	LOC411790
GB49042	GO:0005622	LOC413525
GB49042	GO:0006886	LOC413525
GB49042	GO:0016192	LOC413525
GB49046	GO:0004252	LOC411617
GB49046	GO:0016021	LOC411617
GB49047	GO:0005524	LOC409198
GB49047	GO:0005737	LOC409198
GB49047	GO:0016787	LOC409198
GB49047	GO:0030163	LOC409198
GB49048	GO:0004672	LOC411779
GB49048	GO:0005524	LOC411779
GB49050	GO:0003676	LOC411780
GB49050	GO:0046872	LOC411780
GB49054	GO:0016021	LOC410975
GB49067	GO:0003676	LOC100578226
GB49067	GO:0046872	LOC100578226
GB49074	GO:0008171	LOC408762
GB49074	GO:0008173	LOC408762
GB49078	GO:0016021	LOC411564
GB49078	GO:0016747	LOC411564
GB49079	GO:0016491	LOC552493
GB49080	GO:0016021	LOC412295
GB49080	GO:0016747	LOC412295
GB49081	GO:0003723	LOC724212
GB49083	GO:0005956	LOC551655
GB49083	GO:0019887	LOC551655
GB49084	GO:0004712	LOC100577120
GB49084	GO:0005524	LOC100577120
GB49084	GO:0007093	LOC100577120
GB49084	GO:0051304	LOC100577120
GB49086	GO:0004326	LOC413810
GB49086	GO:0005524	LOC413810
GB49095	GO:0005375	LOC551217
GB49095	GO:0016021	LOC551217
GB49096	GO:0003723	LOC410968
GB49096	GO:0004525	LOC410968
GB49096	GO:0006396	LOC410968
GB49096	GO:0016075	LOC410968
GB49098	GO:0005524	LOC410967
GB49098	GO:0016021	LOC410967
GB49098	GO:0016887	LOC410967
GB49099	GO:0007165	LOC551043
GB49100	GO:0001522	LOC551083
GB49100	GO:0003723	LOC551083
GB49100	GO:0006396	LOC551083
GB49100	GO:0009982	LOC551083
GB49101	GO:0003924	LOC410969
GB49101	GO:0005525	LOC410969
GB49101	GO:0005622	LOC410969
GB49101	GO:0006886	LOC410969
GB49101	GO:0006913	LOC410969
GB49101	GO:0007264	LOC410969
GB49101	GO:0016020	LOC410969
GB49102	GO:0005680	LOC724920
GB49102	GO:0090266	LOC724920
GB49105	GO:0003700	E74
GB49105	GO:0005634	E74
GB49105	GO:0043565	E74
GB49106	GO:0005509	LOC551291
GB49108	GO:0005622	LOC551430
GB49108	GO:0016021	LOC551430
GB49108	GO:0035556	LOC551430
GB49108	GO:0046872	LOC551430
GB49111	GO:0004622	LOC724510
GB49111	GO:0016021	LOC724510
GB49111	GO:0046470	LOC724510
GB49112	GO:0005524	LOC410076
GB49112	GO:0006238	LOC410076
GB49112	GO:0019206	LOC410076
GB49112	GO:0044206	LOC410076
GB49114	GO:0042254	LOC411404
GB49115	GO:0005375	LOC411403
GB49115	GO:0016021	LOC411403
GB49116	GO:0004655	LOC413708
GB49116	GO:0006779	LOC413708
GB49116	GO:0046872	LOC413708
GB49117	GO:0005524	Hsc70-3
GB49120	GO:0004697	LOC413448
GB49120	GO:0005057	LOC413448
GB49120	GO:0005524	LOC413448
GB49120	GO:0005622	LOC413448
GB49120	GO:0046872	LOC413448
GB49124	GO:0004725	LOC411563
GB49132	GO:0005643	LOC410972
GB49139	GO:0006914	LOC551057
GB49139	GO:0034045	LOC551057
GB49146	GO:0005623	LOC412924
GB49146	GO:0006904	LOC412924
GB49147	GO:0004055	LOC412923
GB49147	GO:0005524	LOC412923
GB49147	GO:0006526	LOC412923
GB49149	GO:0005509	LOC413289
GB49149	GO:0007219	LOC413289
GB49149	GO:0007275	LOC413289
GB49149	GO:0016021	LOC413289
GB49149	GO:0030154	LOC413289
GB49149	GO:0050793	LOC413289
GB49150	GO:0005085	LOC409856
GB49150	GO:0005622	LOC409856
GB49150	GO:0007264	LOC409856
GB49154	GO:0016021	LOC411613
GB49154	GO:0042981	LOC411613
GB49155	GO:0003676	LOC551538
GB49155	GO:0004824	LOC551538
GB49155	GO:0005524	LOC551538
GB49155	GO:0005737	LOC551538
GB49155	GO:0006430	LOC551538
GB49156	GO:0001104	LOC551478
GB49156	GO:0016592	LOC551478
GB49158	GO:0005869	LOC412267
GB49158	GO:0007017	LOC412267
GB49158	GO:0007067	LOC412267
GB49159	GO:0005622	LOC409406
GB49159	GO:0006810	LOC409406
GB49165	GO:0016021	LOC410094
GB49166	GO:0004930	LOC413829
GB49166	GO:0005886	LOC413829
GB49166	GO:0007166	LOC413829
GB49166	GO:0008036	LOC413829
GB49166	GO:0016021	LOC413829
GB49167	GO:0005634	LOC409308
GB49169	GO:0016021	LOC725122
GB49170	GO:0003735	LOC551125
GB49170	GO:0005840	LOC551125
GB49170	GO:0006412	LOC551125
GB49171	GO:0016021	LOC551168
GB49172	GO:0008270	LOC412256
GB49173	GO:0008483	LOC412177
GB49173	GO:0030170	LOC412177
GB49175	GO:0003868	LOC725400
GB49175	GO:0009072	LOC725400
GB49175	GO:0046872	LOC725400
GB49177	GO:0003735	LOC412266
GB49177	GO:0005840	LOC412266
GB49177	GO:0006412	LOC412266
GB49180	GO:0005576	LOC551597
GB49184	GO:0003824	LOC410926
GB49186	GO:0006629	LOC410117
GB49186	GO:0008081	LOC410117
GB49187	GO:0005509	LOC725895
GB49187	GO:0016021	LOC725895
GB49190	GO:0008270	LOC413288
GB49192	GO:0008168	LOC409857
GB49207	GO:0016021	LOC724942
GB49211	GO:0005634	LOC727200
GB49220	GO:0003735	LOC724631
GB49220	GO:0005840	LOC724631
GB49220	GO:0006412	LOC724631
GB49221	GO:0004631	LOC725018
GB49221	GO:0005737	LOC725018
GB49221	GO:0006695	LOC725018
GB49222	GO:0003723	LOC412521
GB49222	GO:0016787	LOC412521
GB49222	GO:0030145	LOC412521
GB49223	GO:0000226	LOC725131
GB49223	GO:0005874	LOC725131
GB49227	GO:0016021	LOC100577986
GB49227	GO:0055085	LOC100577986
GB49230	GO:0003924	LOC411226
GB49230	GO:0005525	LOC411226
GB49230	GO:0005874	LOC411226
GB49230	GO:0007017	LOC411226
GB49233	GO:0000166	LOC724704
GB49233	GO:0003676	LOC724704
GB49233	GO:0016740	LOC724704
GB49234	GO:0005761	LOC100577341
GB49239	GO:0004965	LOC410140
GB49239	GO:0005886	LOC410140
GB49239	GO:0016021	LOC410140
GB49240	GO:0016620	LOC550687
GB49242	GO:0005623	LOC413958
GB49242	GO:0016491	LOC413958
GB49242	GO:0045454	LOC413958
GB49242	GO:0046872	LOC413958
GB49242	GO:0050660	LOC413958
GB49242	GO:0051537	LOC413958
