go_id	go	gene_id
GB43210	GO:0016021	LOC724998
GB43210	GO:0022891	LOC724998
GB43211	GO:0008146	LOC724878
GB43211	GO:0016021	LOC724878
GB43211	GO:0016051	LOC724878
GB43212	GO:0004842	LOC413096
GB43212	GO:0016874	LOC413096
GB43214	GO:0003777	LOC413097
GB43214	GO:0007018	LOC413097
GB43214	GO:0030286	LOC413097
GB43215	GO:0005634	LOC409765
GB43215	GO:0006338	LOC409765
GB43216	GO:0005089	LOC413583
GB43216	GO:0035023	LOC413583
GB43217	GO:0003676	LOC724545
GB43217	GO:0008270	LOC724545
GB43220	GO:0005524	LOC410273
GB43222	GO:0004697	Pkc
GB43222	GO:0005524	Pkc
GB43222	GO:0005622	Pkc
GB43222	GO:0008270	Pkc
GB43222	GO:0035556	Pkc
GB43225	GO:0016021	LOC410278
GB43225	GO:0055085	LOC410278
GB43229	GO:0003924	LOC410280
GB43229	GO:0005525	LOC410280
GB43229	GO:0005622	LOC410280
GB43229	GO:0006886	LOC410280
GB43229	GO:0006913	LOC410280
GB43229	GO:0007264	LOC410280
GB43229	GO:0016020	LOC410280
GB43231	GO:0003824	LOC408329
GB43231	GO:0016021	LOC408329
GB43232	GO:0016021	LOC410283
GB43234	GO:0000118	LOC408331
GB43234	GO:0006351	LOC408331
GB43234	GO:0006355	LOC408331
GB43234	GO:0032041	LOC408331
GB43234	GO:0046872	LOC408331
GB43236	GO:0008168	LOC410286
GB43236	GO:0046872	LOC410286
GB43238	GO:0005643	LOC408335
GB43238	GO:0006810	LOC408335
GB43245	GO:0004114	LOC724389
GB43245	GO:0007165	LOC724389
GB43245	GO:0046872	LOC724389
GB43247	GO:0003824	Hbg3
GB43247	GO:0004558	Hbg3
GB43247	GO:0005975	Hbg3
GB43247	GO:0032450	Hbg3
GB43247	GO:0043169	Hbg3
GB43248	GO:0004558	AGLU2
GB43248	GO:0016021	AGLU2
GB43248	GO:0032450	AGLU2
GB43248	GO:0043169	AGLU2
GB43256	GO:0005524	LOC411685
GB43256	GO:0005779	LOC411685
GB43256	GO:0042626	LOC411685
GB43256	GO:1902001	LOC411685
GB43258	GO:0003676	LOC100578523
GB43258	GO:0046872	LOC100578523
GB43261	GO:0008270	LOC413699
GB43263	GO:0004930	LOC413698
GB43263	GO:0016021	LOC413698
GB43265	GO:0005337	LOC552491
GB43265	GO:0016021	LOC552491
GB43266	GO:0016616	LOC409158
GB43266	GO:0051287	LOC409158
GB43270	GO:0003676	LOC413176
GB43270	GO:0008270	LOC413176
GB43275	GO:0004889	nAChRa4
GB43275	GO:0016021	nAChRa4
GB43275	GO:0030054	nAChRa4
GB43275	GO:0045211	nAChRa4
GB43276	GO:0008237	LOC409077
GB43276	GO:0008270	LOC409077
GB43280	GO:0005737	LOC409851
GB43282	GO:0003924	LOC550818
GB43282	GO:0004871	LOC550818
GB43282	GO:0005525	LOC550818
GB43282	GO:0007186	LOC550818
GB43285	GO:0004850	LOC411599
GB43285	GO:0005737	LOC411599
GB43285	GO:0009116	LOC411599
GB43285	GO:0009166	LOC411599
GB43292	GO:0005509	LOC551661
GB43293	GO:0005215	LOC408935
GB43293	GO:0016021	LOC408935
GB43293	GO:0055085	LOC408935
GB43300	GO:0000166	LOC408936
GB43300	GO:0003676	LOC408936
GB43300	GO:0016021	LOC408936
GB43301	GO:0000166	LOC551602
GB43301	GO:0003676	LOC551602
GB43301	GO:0005622	LOC551602
GB43301	GO:0006810	LOC551602
GB43302	GO:0005509	LOC408937
GB43302	GO:0005578	LOC408937
GB43302	GO:0005615	LOC408937
GB43302	GO:0007165	LOC408937
GB43303	GO:0000786	LOC551779
GB43303	GO:0003677	LOC551779
GB43303	GO:0005634	LOC551779
GB43304	GO:0005509	LOC409212
GB43304	GO:0005886	LOC409212
GB43304	GO:0007156	LOC409212
GB43304	GO:0016021	LOC409212
GB43305	GO:0006511	LOC409389
GB43305	GO:0016579	LOC409389
GB43305	GO:0036459	LOC409389
GB43306	GO:0016021	LOC100188904
GB43309	GO:0016021	LOC100576528
GB43310	GO:0006807	LOC724312
GB43310	GO:0016811	LOC724312
GB43311	GO:0006807	LOC100578995
GB43311	GO:0016811	LOC100578995
GB43314	GO:0008237	LOC724612
GB43314	GO:0008270	LOC724612
GB43314	GO:0016021	LOC724612
GB43320	GO:0016021	LOC100576612
GB43322	GO:0005975	LOC100578488
GB43322	GO:0016853	LOC100578488
GB43322	GO:0019143	LOC100578488
GB43322	GO:0030246	LOC100578488
GB43332	GO:0008519	SsRbeta
GB43332	GO:0016021	SsRbeta
GB43338	GO:0015016	LOC413242
GB43338	GO:0016787	LOC413242
GB43348	GO:0016021	LOC100576524
GB43353	GO:0042302	LOC727578
GB43358	GO:0003841	LOC724907
GB43358	GO:0008654	LOC724907
GB43358	GO:0016021	LOC724907
GB43360	GO:0016021	LOC724951
GB43360	GO:0016746	LOC724951
GB43362	GO:0003841	LOC724995
GB43362	GO:0008654	LOC724995
GB43362	GO:0016021	LOC724995
GB43365	GO:0004550	LOC412782
GB43365	GO:0005524	LOC412782
GB43365	GO:0006183	LOC412782
GB43365	GO:0006228	LOC412782
GB43365	GO:0006241	LOC412782
GB43366	GO:0016021	LOC725192
GB43366	GO:0055085	LOC725192
GB43367	GO:0016021	LOC725108
GB43368	GO:0016021	LOC100577441
GB43369	GO:0004252	LOC412101
GB43369	GO:0016021	LOC412101
GB43375	GO:0016020	LOC727308
GB43376	GO:0003993	LOC727300
GB43376	GO:0004726	LOC727300
GB43376	GO:0005737	LOC727300
GB43379	GO:0004222	LOC724553
GB43379	GO:0016021	LOC724553
GB43388	GO:0005672	LOC550665
GB43388	GO:0006355	LOC550665
GB43388	GO:0006367	LOC550665
GB43389	GO:0016787	LOC413933
GB43390	GO:0016021	LOC413023
GB43391	GO:0016021	LOC412780
GB43392	GO:0006147	LOC727293
GB43392	GO:0008270	LOC727293
GB43392	GO:0008892	LOC727293
GB43409	GO:0003676	LOC100576307
GB43409	GO:0046872	LOC100576307
GB43411	GO:0008270	LOC411148
GB43411	GO:0016021	LOC411148
GB43411	GO:0019706	LOC411148
GB43416	GO:0004889	nAChRa6
GB43416	GO:0016021	nAChRa6
GB43416	GO:0030054	nAChRa6
GB43416	GO:0045211	nAChRa6
GB43417	GO:0016787	LOC727534
GB43419	GO:0003824	LOC100578624
GB43420	GO:0000439	LOC412010
GB43420	GO:0004003	LOC412010
GB43420	GO:0006289	LOC412010
GB43421	GO:0007275	LOC412008
GB43421	GO:0009966	LOC412008
GB43421	GO:0016020	LOC412008
GB43429	GO:0000387	LOC551690
GB43429	GO:0005829	LOC551690
GB43429	GO:0005886	LOC551690
GB43429	GO:0006821	LOC551690
GB43429	GO:0006884	LOC551690
GB43429	GO:0034709	LOC551690
GB43429	GO:0034715	LOC551690
GB43437	GO:0003676	LOC413147
GB43437	GO:0005524	LOC413147
GB43437	GO:0008026	LOC413147
GB43437	GO:0016021	LOC413147
GB43439	GO:0010508	LOC100578537
GB43441	GO:0003777	LOC412711
GB43441	GO:0005524	LOC412711
GB43441	GO:0005871	LOC412711
GB43441	GO:0005874	LOC412711
GB43441	GO:0007018	LOC412711
GB43442	GO:0005737	LOC100579024
GB43442	GO:0016788	LOC100579024
GB43442	GO:0019478	LOC100579024
GB43443	GO:0000042	LOC725295
GB43443	GO:0005622	LOC725295
GB43444	GO:0016021	LOC408717
GB43446	GO:0004714	LOC408718
GB43446	GO:0005524	LOC408718
GB43446	GO:0007169	LOC408718
GB43446	GO:0016021	LOC408718
GB43448	GO:0004198	Calpb
GB43448	GO:0005509	Calpb
GB43448	GO:0005622	Calpb
GB43449	GO:0005786	LOC725743
GB43449	GO:0006614	LOC725743
GB43449	GO:0008312	LOC725743
GB43449	GO:0045900	LOC725743
GB43453	GO:0005856	LOC411452
GB43456	GO:0007165	18-w
GB43456	GO:0016021	18-w
GB43459	GO:0003700	LOC408716
GB43459	GO:0005634	LOC408716
GB43459	GO:0008168	LOC408716
GB43459	GO:0008270	LOC408716
GB43459	GO:0043565	LOC408716
GB43464	GO:0008236	LOC551273
GB43465	GO:0016021	LOC100578498
GB43466	GO:0016491	LOC413869
GB43467	GO:0005089	LOC412143
GB43467	GO:0035023	LOC412143
GB43470	GO:0003723	LOC413146
GB43476	GO:0016021	LOC724736
GB43478	GO:0009055	LOC552105
GB43478	GO:0046872	LOC552105
GB43478	GO:0051537	LOC552105
GB43480	GO:0003676	LOC551997
GB43480	GO:0005634	LOC551997
GB43481	GO:0005509	LOC412759
GB43483	GO:0016021	LOC413607
GB43485	GO:0005779	LOC552790
GB43485	GO:0007031	LOC552790
GB43487	GO:0003677	LOC550962
GB43487	GO:0005634	LOC550962
GB43487	GO:0006281	LOC550962
GB43487	GO:0035312	LOC550962
GB43495	GO:0003676	LOC724336
GB43495	GO:0008033	LOC724336
GB43495	GO:0008270	LOC724336
GB43497	GO:0016021	LOC412893
GB43508	GO:0005576	LOC727193
GB43508	GO:0052689	LOC727193
GB43510	GO:0005576	LOC551268
GB43510	GO:0052689	LOC551268
GB43512	GO:0005576	LOC413723
GB43512	GO:0052689	LOC413723
GB43516	GO:0005576	LOC727037
GB43516	GO:0052689	LOC727037
GB43519	GO:0004983	LOC411614
GB43519	GO:0016021	LOC411614
GB43520	GO:0004729	LOC552482
GB43520	GO:0006779	LOC552482
GB43526	GO:0005887	LOC413906
GB43526	GO:0015173	LOC413906
GB43526	GO:0015349	LOC413906
GB43534	GO:0000786	LOC100576688
GB43534	GO:0003677	LOC100576688
GB43534	GO:0005634	LOC100576688
GB43534	GO:0006334	LOC100576688
GB43537	GO:0003735	LOC725291
GB43537	GO:0005840	LOC725291
GB43537	GO:0006412	LOC725291
GB43543	GO:0005230	GluCl
GB43543	GO:0005886	GluCl
GB43543	GO:0016021	GluCl
GB43543	GO:0030054	GluCl
GB43543	GO:0045202	GluCl
GB43544	GO:0003677	LOC413110
GB43544	GO:0003899	LOC413110
GB43544	GO:0005634	LOC413110
GB43544	GO:0006351	LOC413110
GB43548	GO:0000028	LOC410486
GB43548	GO:0003735	LOC410486
GB43548	GO:0006412	LOC410486
GB43548	GO:0022627	LOC410486
GB43549	GO:0016021	LOC408447
GB43551	GO:0016021	LOC409563
GB43553	GO:0004672	LOC409577
GB43553	GO:0005524	LOC409577
GB43555	GO:0008270	UHRF1
GB43559	GO:0003735	LOC552445
GB43559	GO:0005840	LOC552445
GB43559	GO:0006412	LOC552445
GB43560	GO:0005576	ILP-2
GB43562	GO:0005524	LOC724593
GB43563	GO:0004970	LOC551704
GB43563	GO:0005234	LOC551704
GB43563	GO:0016021	LOC551704
GB43565	GO:0004843	LOC724338
GB43565	GO:0016579	LOC724338
GB43567	GO:0016020	LOC412057
GB43571	GO:0016787	LOC406105
GB43574	GO:0004930	LOC413582
GB43574	GO:0016021	LOC413582
GB43575	GO:0004555	LOC410484
GB43575	GO:0005991	LOC410484
GB43581	GO:0016021	LOC100577641
GB43584	GO:0016021	LOC100577682
GB43586	GO:0016021	LOC100576934
GB43591	GO:0005634	LOC408443
GB43591	GO:0006355	LOC408443
GB43591	GO:0043565	LOC408443
GB43598	GO:0016021	LOC100576834
GB43602	GO:0007009	LOC410480
GB43604	GO:0016021	LOC725033
GB43611	GO:0003774	LOC408444
GB43611	GO:0005524	LOC408444
GB43611	GO:0016459	LOC408444
GB43617	GO:0004018	LOC410482
GB43617	GO:0006189	LOC410482
GB43617	GO:0044208	LOC410482
GB43617	GO:0070626	LOC410482
GB43618	GO:0003994	LOC408446
GB43618	GO:0005739	LOC408446
GB43618	GO:0006099	LOC408446
GB43618	GO:0046872	LOC408446
GB43618	GO:0051539	LOC408446
GB43621	GO:0005198	Stg-1
GB43621	GO:0005923	Stg-1
GB43621	GO:0016021	Stg-1
GB43622	GO:0004571	LOC413579
GB43622	GO:0005509	LOC413579
GB43622	GO:0016021	LOC413579
GB43623	GO:0003676	LOC412313
GB43623	GO:0004386	LOC412313
GB43623	GO:0005524	LOC412313
GB43625	GO:0003723	LOC724247
GB43625	GO:0006396	LOC724247
GB43625	GO:0008173	LOC724247
GB43626	GO:0006355	LOC409331
GB43627	GO:0003676	LOC100578406
GB43627	GO:0046872	LOC100578406
GB43628	GO:0008484	LOC724550
GB43630	GO:0016021	LOC552373
GB43631	GO:0003993	LOC725179
GB43633	GO:0010038	CUTA
GB43634	GO:0006810	LOC552361
GB43634	GO:0016021	LOC552361
GB43635	GO:0009058	LOC413435
GB43635	GO:0016779	LOC413435
GB43636	GO:0016021	LOC410485
GB43643	GO:0003700	LOC408449
GB43643	GO:0043565	LOC408449
GB43651	GO:0005737	LOC100577416
GB43651	GO:0016021	LOC100577416
GB43651	GO:0016149	LOC100577416
GB43660	GO:0005249	LOC408343
GB43660	GO:0008076	LOC408343
GB43660	GO:0051260	LOC408343
GB43670	GO:0042302	LOC724897
GB43676	GO:0004675	LOC725711
GB43676	GO:0004702	LOC725711
GB43676	GO:0005524	LOC725711
GB43676	GO:0016021	LOC725711
GB43684	GO:0004181	LOC726554
GB43684	GO:0008270	LOC726554
GB43685	GO:0016021	LOC100578519
GB43686	GO:0016853	LOC100578468
GB43687	GO:0003676	LOC100578694
GB43687	GO:0046872	LOC100578694
GB43693	GO:0004497	LOC551632
GB43693	GO:0005506	LOC551632
GB43693	GO:0016705	LOC551632
GB43693	GO:0020037	LOC551632
GB43702	GO:0046872	LOC726153
GB43704	GO:0004019	LOC409299
GB43704	GO:0005525	LOC409299
GB43704	GO:0044208	LOC409299
GB43704	GO:0046872	LOC409299
GB43705	GO:0016021	LOC726066
GB43705	GO:0022857	LOC726066
GB43706	GO:0008270	LOC411662
GB43706	GO:0016491	LOC411662
GB43707	GO:0005524	LOC409408
GB43708	GO:0004322	LOC551684
GB43708	GO:0005623	LOC551684
GB43708	GO:0006826	LOC551684
GB43708	GO:0006879	LOC551684
GB43708	GO:0008199	LOC551684
GB43709	GO:0016021	LOC551846
GB43713	GO:0004497	LOC410492
GB43713	GO:0005506	LOC410492
GB43713	GO:0016705	LOC410492
GB43713	GO:0020037	LOC410492
GB43718	GO:0003774	LOC410489
GB43718	GO:0004672	LOC410489
GB43718	GO:0005524	LOC410489
GB43718	GO:0016459	LOC410489
GB43719	GO:0005622	LOC552017
GB43719	GO:0007155	LOC552017
GB43719	GO:0007266	LOC552017
GB43722	GO:0005509	LOC408451
GB43722	GO:0016021	LOC408451
GB43722	GO:0016175	LOC408451
GB43722	GO:0042554	LOC408451
GB43729	GO:0005089	LOC551741
GB43729	GO:0005622	LOC551741
GB43729	GO:0035023	LOC551741
GB43729	GO:0035556	LOC551741
GB43730	GO:0004435	LOC551709
GB43730	GO:0004871	LOC551709
GB43730	GO:0005622	LOC551709
GB43730	GO:0009395	LOC551709
GB43730	GO:0035556	LOC551709
GB43731	GO:0004322	LOC551651
GB43731	GO:0005623	LOC551651
GB43731	GO:0006826	LOC551651
GB43731	GO:0006879	LOC551651
GB43731	GO:0008199	LOC551651
GB43732	GO:0004672	LOC412271
GB43732	GO:0005524	LOC412271
GB43732	GO:0007049	LOC412271
GB43736	GO:0005215	LOC411661
GB43736	GO:0006811	LOC411661
GB43736	GO:0016021	LOC411661
GB43736	GO:0055085	LOC411661
GB43737	GO:0016021	LOC551428
GB43737	GO:0022891	LOC551428
GB43738	GO:0016491	PPO
GB43738	GO:0046872	PPO
GB43739	GO:0004181	LOC551327
GB43739	GO:0008270	LOC551327
GB43742	GO:0005623	LOC550734
GB43742	GO:0006662	LOC550734
GB43742	GO:0015035	LOC550734
GB43742	GO:0045454	LOC550734
GB43743	GO:0000166	LOC412623
GB43743	GO:0016021	LOC412623
GB43748	GO:0006461	LOC727475
GB43748	GO:0008601	LOC727475
GB43750	GO:0006457	LOC411936
GB43750	GO:0016272	LOC411936
GB43751	GO:0016021	LOC413256
GB43768	GO:0016021	LOC726628
GB43778	GO:0003677	LOC409822
GB43778	GO:0005634	LOC409822
GB43778	GO:0006351	LOC409822
GB43778	GO:0006355	LOC409822
GB43781	GO:0006810	LOC412424
GB43781	GO:0016021	LOC412424
GB43786	GO:0005509	LOC413977
GB43786	GO:0007156	LOC413977
GB43786	GO:0016021	LOC413977
GB43787	GO:0016021	LOC413294
GB43787	GO:0055085	LOC413294
GB43789	GO:0018095	LOC413213
GB43791	GO:0003677	LOC100578067
GB43791	GO:0005634	LOC100578067
GB43791	GO:0006351	LOC100578067
GB43791	GO:0006355	LOC100578067
GB43792	GO:0005634	LOC411373
GB43792	GO:0006351	LOC411373
GB43792	GO:0006355	LOC411373
GB43792	GO:0007275	LOC411373
GB43792	GO:0043565	LOC411373
GB43794	GO:0005634	LOC411374
GB43794	GO:0006351	LOC411374
GB43794	GO:0006355	LOC411374
GB43794	GO:0007275	LOC411374
GB43794	GO:0043565	LOC411374
GB43795	GO:0006099	LOC727212
GB43795	GO:0009055	LOC727212
GB43795	GO:0016491	LOC727212
GB43795	GO:0051536	LOC727212
GB43805	GO:0004222	LOC726421
GB43809	GO:0046872	LOC411037
GB43812	GO:0005267	LOC413106
GB43812	GO:0016021	LOC413106
GB43813	GO:0005267	LOC724864
GB43813	GO:0016021	LOC724864
GB43814	GO:0005267	LOC409771
GB43814	GO:0016021	LOC409771
GB43815	GO:0000166	LOC724708
GB43815	GO:0003735	LOC724708
GB43815	GO:0005840	LOC724708
GB43815	GO:0006412	LOC724708
GB43816	GO:0018095	LOC409770
GB43817	GO:0004383	LOC724571
GB43817	GO:0004672	LOC724571
GB43817	GO:0005524	LOC724571
GB43817	GO:0005622	LOC724571
GB43817	GO:0016021	LOC724571
GB43817	GO:0035556	LOC724571
GB43818	GO:0005261	LOC411732
GB43818	GO:0015672	LOC411732
GB43818	GO:0016021	LOC411732
GB43819	GO:0005524	LOC409264
GB43819	GO:0005783	LOC409264
GB43819	GO:0006810	LOC409264
GB43819	GO:0016887	LOC409264
GB43819	GO:0045048	LOC409264
GB43819	GO:0046872	LOC409264
GB43820	GO:0003677	LOC411265
GB43820	GO:0008270	LOC411265
GB43822	GO:0016021	LOC100576515
GB43824	GO:0016021	LOC409538
GB43825	GO:0004190	LOC409341
GB43826	GO:0008643	LOC409064
GB43826	GO:0016021	LOC409064
GB43827	GO:0000166	LOC409065
GB43827	GO:0003676	LOC409065
GB43831	GO:0005524	LOC552495
GB43831	GO:0005777	LOC552495
GB43831	GO:0015910	LOC552495
GB43831	GO:0016021	LOC552495
GB43831	GO:0042626	LOC552495
GB43836	GO:0004672	LOC550929
GB43836	GO:0005524	LOC550929
GB43841	GO:0000166	LOC725679
GB43841	GO:0003723	LOC725679
GB43843	GO:0005623	LOC411391
GB43843	GO:0016021	LOC411391
GB43843	GO:0045454	LOC411391
GB43847	GO:0003700	LOC409455
GB43847	GO:0005634	LOC409455
GB43847	GO:0043565	LOC409455
GB43855	GO:0005198	LOC409990
GB43855	GO:0006886	LOC409990
GB43855	GO:0016021	LOC409990
GB43855	GO:0016192	LOC409990
GB43855	GO:0030117	LOC409990
GB43857	GO:0005622	LOC409992
GB43857	GO:0006886	LOC409992
GB43858	GO:0006260	LOC409994
GB43858	GO:0006281	LOC409994
GB43858	GO:0031011	LOC409994
GB43867	GO:0005819	LOC100577382
GB43867	GO:0005874	LOC100577382
GB43867	GO:0032147	LOC100577382
GB43867	GO:0060236	LOC100577382
GB43868	GO:0003677	LOC552151
GB43868	GO:0016021	LOC552151
GB43870	GO:0005509	LOC409722
GB43874	GO:0003676	LOC409993
GB43874	GO:0004527	LOC409993
GB43876	GO:0003700	LOC726165
GB43876	GO:0005634	LOC726165
GB43876	GO:0006351	LOC726165
GB43876	GO:0043565	LOC726165
GB43877	GO:0005215	LOC726136
GB43877	GO:0016021	LOC726136
GB43879	GO:0005215	LOC551806
GB43879	GO:0016021	LOC551806
GB43882	GO:0004559	LOC412838
GB43882	GO:0006013	LOC412838
GB43882	GO:0008270	LOC412838
GB43882	GO:0030246	LOC412838
GB43883	GO:0000245	LOC551751
GB43883	GO:0000387	LOC551751
GB43883	GO:0005681	LOC551751
GB43888	GO:0006368	LOC412377
GB43888	GO:0016570	LOC412377
GB43888	GO:0016593	LOC412377
GB43889	GO:0003676	LOC725837
GB43889	GO:0005524	LOC725837
GB43889	GO:0008026	LOC725837
GB43890	GO:0016787	LOC411392
GB43892	GO:0005737	LOC551401
GB43892	GO:0006730	LOC551401
GB43892	GO:0008168	LOC551401
GB43892	GO:0009058	LOC551401
GB43892	GO:0009258	LOC551401
GB43892	GO:0016155	LOC551401
GB43892	GO:0016620	LOC551401
GB43892	GO:0016742	LOC551401
GB43894	GO:0005634	LOC412350
GB43894	GO:0006351	LOC412350
GB43894	GO:0006355	LOC412350
GB43894	GO:0032041	LOC412350
GB43899	GO:0004842	LOC409303
GB43899	GO:0008270	LOC409303
GB43900	GO:0005759	LOC411448
GB43900	GO:0006974	LOC411448
GB43900	GO:1902445	LOC411448
GB43901	GO:0017108	LOC725518
GB43901	GO:0033567	LOC725518
GB43901	GO:0043142	LOC725518
GB43902	GO:0006744	LOC412082
GB43902	GO:0008425	LOC412082
GB43904	GO:0005929	LOC725556
GB43904	GO:0030992	LOC725556
GB43904	GO:0042073	LOC725556
GB43904	GO:0042384	LOC725556
GB43905	GO:0016020	LOC412323
GB43906	GO:0005545	LOC409435
GB43906	GO:0030136	LOC409435
GB43906	GO:0048268	LOC409435
GB43909	GO:0005388	LOC551261
GB43909	GO:0005524	LOC551261
GB43909	GO:0016021	LOC551261
GB43909	GO:0046872	LOC551261
GB43912	GO:0009966	LOC411266
GB43912	GO:0016021	LOC411266
GB43913	GO:0006567	LOC411916
GB43913	GO:0008890	LOC411916
GB43913	GO:0009058	LOC411916
GB43913	GO:0030170	LOC411916
GB43914	GO:0004707	LOC411915
GB43914	GO:0005524	LOC411915
GB43914	GO:0005622	LOC411915
GB43917	GO:0016021	LOC411731
GB43920	GO:0016021	LOC409769
GB43921	GO:0004842	LOC413103
GB43921	GO:0008270	LOC413103
GB43935	GO:0004601	LOC413054
GB43935	GO:0006979	LOC413054
GB43935	GO:0020037	LOC413054
GB43938	GO:0005737	LOC725194
GB43938	GO:0005975	LOC725194
GB43938	GO:0033925	LOC725194
GB43941	GO:0016021	LOC100576157
GB43942	GO:0008236	LOC411889
GB43945	GO:0008270	LOC727447
GB43951	GO:0003676	LOC725580
GB43951	GO:0008270	LOC725580
GB43952	GO:0005634	LOC725565
GB43952	GO:0005737	LOC725565
GB43952	GO:0050999	LOC725565
GB43953	GO:0003700	LOC725614
GB43953	GO:0005634	LOC725614
GB43953	GO:0005667	LOC725614
GB43953	GO:0005737	LOC725614
GB43953	GO:0006351	LOC725614
GB43954	GO:0000724	LOC725687
GB43960	GO:0016021	LOC725750
GB43963	GO:0004713	LOC409061
GB43963	GO:0005509	LOC409061
GB43963	GO:0005524	LOC409061
GB43963	GO:0007156	LOC409061
GB43963	GO:0016020	LOC409061
GB43964	GO:0008299	LOC727189
GB43964	GO:0016740	LOC727189
GB43983	GO:0016021	LOC411888
GB43984	GO:0016021	LOC551795
GB43990	GO:0003747	LOC410376
GB43999	GO:0016491	LOC552429
GB44000	GO:0003682	LOC411589
GB44000	GO:0005524	LOC411589
GB44000	GO:0005634	LOC411589
GB44000	GO:0006281	LOC411589
GB44000	GO:0007064	LOC411589
GB44000	GO:0008280	LOC411589
GB44001	GO:0005524	LOC724889
GB44001	GO:0005694	LOC724889
GB44001	GO:0051276	LOC724889
GB44002	GO:0005201	LOC410038
GB44002	GO:0005578	LOC410038
GB44002	GO:0005581	LOC410038
GB44005	GO:0016021	LOC552293
GB44005	GO:0055085	LOC552293
GB44006	GO:0005506	LOC413590
GB44006	GO:0006633	LOC413590
GB44006	GO:0016021	LOC413590
GB44006	GO:0016491	LOC413590
GB44009	GO:0004077	LOC411759
GB44009	GO:0006464	LOC411759
GB44010	GO:0003676	LOC725012
GB44010	GO:0005634	LOC725012
GB44010	GO:0008270	LOC725012
GB44011	GO:0008270	LOC725092
GB44011	GO:0016567	LOC725092
GB44011	GO:0090263	LOC725092
GB44012	GO:0016021	LOC100577553
GB44014	GO:0004930	Gr10
GB44014	GO:0016021	Gr10
GB44017	GO:0005525	LOC411209
GB44017	GO:0007165	LOC411209
GB44017	GO:0016020	LOC411209
GB44020	GO:0003824	LOC408920
GB44020	GO:0016021	LOC408920
GB44021	GO:0016787	LOC725665
GB44026	GO:0005509	LOC725962
GB44028	GO:0005622	LOC408796
GB44028	GO:0008565	LOC408796
GB44028	GO:0030904	LOC408796
GB44028	GO:0042147	LOC408796
GB44030	GO:0004842	LOC726045
GB44030	GO:0016021	LOC726045
GB44030	GO:0016874	LOC726045
GB44031	GO:0003677	Dl
GB44031	GO:0003700	Dl
GB44031	GO:0005634	Dl
GB44031	GO:0005737	Dl
GB44033	GO:0003735	LOC411515
GB44033	GO:0005840	LOC411515
GB44033	GO:0006412	LOC411515
GB44037	GO:0003676	LOC408794
GB44037	GO:0004386	LOC408794
GB44037	GO:0005524	LOC408794
GB44039	GO:0005975	LOC411014
GB44039	GO:0006099	LOC411014
GB44039	GO:0006108	LOC411014
GB44039	GO:0030060	LOC411014
GB44043	GO:0008168	LOC724216
GB44045	GO:0007155	LOC408790
GB44045	GO:0016021	LOC408790
GB44046	GO:0004983	LOC724473
GB44046	GO:0016021	LOC724473
GB44049	GO:0005524	LOC411003
GB44052	GO:0016021	LOC724922
GB44054	GO:0005634	LOC412072
GB44054	GO:0006260	LOC412072
GB44058	GO:0016021	LOC408788
GB44058	GO:0016758	LOC408788
GB44061	GO:0005737	LOC409117
GB44061	GO:0006886	LOC409117
GB44061	GO:0007033	LOC409117
GB44062	GO:0004715	LOC411582
GB44062	GO:0005524	LOC411582
GB44063	GO:0005737	LOC725678
GB44063	GO:0005885	LOC725678
GB44063	GO:0034314	LOC725678
GB44065	GO:0005216	LOC552792
GB44065	GO:0016021	LOC552792
GB44067	GO:0000287	LOC413138
GB44067	GO:0004012	LOC413138
GB44067	GO:0005524	LOC413138
GB44067	GO:0005802	LOC413138
GB44067	GO:0016021	LOC413138
GB44069	GO:0006886	LOC725897
GB44069	GO:0016021	LOC725897
GB44069	GO:0016192	LOC725897
GB44069	GO:0031201	LOC725897
GB44069	GO:0061025	LOC725897
GB44071	GO:0016021	LOC408784
GB44072	GO:0005622	LOC410998
GB44072	GO:0008270	LOC410998
GB44073	GO:0016021	LOC410997
GB44073	GO:0022857	LOC410997
GB44074	GO:0003924	LOC410996
GB44074	GO:0005200	LOC410996
GB44074	GO:0005525	LOC410996
GB44074	GO:0005737	LOC410996
GB44074	GO:0005874	LOC410996
GB44074	GO:0007017	LOC410996
GB44075	GO:0003924	LOC100577548
GB44075	GO:0005200	LOC100577548
GB44075	GO:0005525	LOC100577548
GB44075	GO:0005737	LOC100577548
GB44075	GO:0005874	LOC100577548
GB44075	GO:0007017	LOC100577548
GB44078	GO:0003700	LOC726335
GB44078	GO:0003714	LOC726335
GB44078	GO:0045892	LOC726335
GB44078	GO:0046872	LOC726335
GB44079	GO:0005634	LOC410989
GB44080	GO:0004719	LOC409488
GB44083	GO:0006368	LOC552621
GB44083	GO:0016570	LOC552621
GB44083	GO:0016593	LOC552621
GB44084	GO:0003700	LOC726550
GB44084	GO:0006351	LOC726550
GB44084	GO:0043565	LOC726550
GB44085	GO:0005525	LOC411642
GB44085	GO:0005622	LOC411642
GB44085	GO:0007264	LOC411642
GB44085	GO:0015031	LOC411642
GB44085	GO:0016020	LOC411642
GB44091	GO:0005509	LOC408779
GB44091	GO:0005856	LOC408779
GB44091	GO:0007050	LOC408779
GB44092	GO:0005262	LOC408777
GB44092	GO:0016021	LOC408777
GB44098	GO:0005576	LOC726817
GB44098	GO:0052689	LOC726817
GB44104	GO:0015992	LOC551961
GB44104	GO:0016471	LOC551961
GB44104	GO:0016820	LOC551961
